subject,trial,dimension,item_set,test_form,item,distractor,accuracy,rt,logrt
eh2ff5nnebaun0ukl8isoov6,5,4,3,1.0,16,pd,0.0,9.964,2.298978597399934
eh2ff5nnebaun0ukl8isoov6,6,4,3,1.0,17,pd,1.0,8.69,2.162172939277301
eh2ff5nnebaun0ukl8isoov6,7,5,3,1.0,52,pd,0.0,15.234,2.7235297719505964
eh2ff5nnebaun0ukl8isoov6,8,5,3,1.0,59,pd,0.0,11.145,2.410990966837832
et1y68os2qkp3aphx26icrsj,1,2,3,1.0,1,pd,1.0,2.652,0.9753140723236161
et1y68os2qkp3aphx26icrsj,2,2,3,1.0,6,pd,1.0,2.823,1.0378001492713522
et1y68os2qkp3aphx26icrsj,3,3,3,1.0,11,pd,0.0,1.481,0.3927175352856618
et1y68os2qkp3aphx26icrsj,4,3,3,1.0,18,pd,0.0,0.777,-0.25231492861448956
et1y68os2qkp3aphx26icrsj,5,4,3,1.0,16,pd,1.0,0.881,-0.12669765304595754
et1y68os2qkp3aphx26icrsj,6,4,3,1.0,17,pd,1.0,0.713,-0.33827385856784115
et1y68os2qkp3aphx26icrsj,7,5,3,1.0,52,pd,1.0,0.74,-0.3011050927839216
et1y68os2qkp3aphx26icrsj,8,5,3,1.0,59,pd,0.0,9.612,2.2630123178742223
fb7k4aysxa2o2pqr6x4tmws7,1,2,3,1.0,19,pd,0.0,8.447,2.1338113487453594
fb7k4aysxa2o2pqr6x4tmws7,2,2,3,1.0,20,pd,0.0,10.447,2.346314855855371
fb7k4aysxa2o2pqr6x4tmws7,3,3,3,1.0,11,pd,0.0,7.247,1.9805875901271444
fb7k4aysxa2o2pqr6x4tmws7,4,3,3,1.0,18,pd,1.0,7.927,2.070274653855019
fb7k4aysxa2o2pqr6x4tmws7,5,4,3,1.0,12,pd,0.0,6.433,1.8614409924288633
fb7k4aysxa2o2pqr6x4tmws7,6,4,3,1.0,23,pd,1.0,5.816,1.7606127402312182
fb7k4aysxa2o2pqr6x4tmws7,7,5,3,1.0,14,pd,0.0,18.303,2.9070649808378253
fb7k4aysxa2o2pqr6x4tmws7,8,5,3,1.0,26,pd,0.0,14.008,2.6396285949835505
fk10xuijobp50mlaq2y5y2ce,1,2,3,1.0,19,pd,0.0,1.954,0.669878553620591
fk10xuijobp50mlaq2y5y2ce,2,2,3,1.0,20,pd,0.0,6.559,1.8808381523115985
fk10xuijobp50mlaq2y5y2ce,3,3,3,1.0,15,pd,1.0,5.716,1.743269260067621
fk10xuijobp50mlaq2y5y2ce,4,3,3,1.0,10,pd,0.0,8.807,2.1755468598233225
fk10xuijobp50mlaq2y5y2ce,5,4,3,1.0,12,pd,0.0,6.368,1.851285448542082
fk10xuijobp50mlaq2y5y2ce,6,4,3,1.0,23,pd,0.0,4.77,1.5623463049002497
fk10xuijobp50mlaq2y5y2ce,7,5,3,1.0,14,pd,0.0,6.686,1.900015787997907
fk10xuijobp50mlaq2y5y2ce,8,5,3,1.0,26,pd,0.0,4.683,1.5439389302014046
fmxp3czl5pcqd9ww0gb2wxnu,1,2,3,1.0,1,pd,1.0,2.188,0.7829878845597349
fmxp3czl5pcqd9ww0gb2wxnu,2,2,3,1.0,6,pd,1.0,7.748,2.0474347455447495
fmxp3czl5pcqd9ww0gb2wxnu,3,3,3,1.0,15,pd,1.0,21.342,3.060676962194373
fmxp3czl5pcqd9ww0gb2wxnu,4,3,3,1.0,10,pd,1.0,13.429,2.597416547599038
fmxp3czl5pcqd9ww0gb2wxnu,5,4,3,1.0,16,pd,1.0,8.058,2.0866653867691554
fmxp3czl5pcqd9ww0gb2wxnu,6,4,3,1.0,17,pd,1.0,16.704,2.8156482117002284
fmxp3czl5pcqd9ww0gb2wxnu,7,5,3,1.0,14,pd,1.0,12.896,2.5569171857642727
fmxp3czl5pcqd9ww0gb2wxnu,8,5,3,1.0,26,pd,1.0,15.68,2.7523860149222616
fnrunzz344heazawmlln7qa8,1,2,3,1.0,19,pd,0.0,4.341,1.4681047363174566
fnrunzz344heazawmlln7qa8,2,2,3,1.0,20,pd,0.0,2.235,0.8042412280655321
fnrunzz344heazawmlln7qa8,3,3,3,1.0,15,pd,0.0,1.173,0.15956456967133845
fnrunzz344heazawmlln7qa8,4,3,3,1.0,10,pd,0.0,1.653,0.5025918188388871
fnrunzz344heazawmlln7qa8,5,4,3,1.0,16,pd,0.0,1.558,0.4434029474485566
fnrunzz344heazawmlln7qa8,6,4,3,1.0,17,pd,1.0,3.519,1.2581768583394481
fnrunzz344heazawmlln7qa8,7,5,3,1.0,52,pd,0.0,4.353,1.4708652625701604
fnrunzz344heazawmlln7qa8,8,5,3,1.0,59,pd,1.0,2.098,0.7409845099741054
fwofl8i6vltau2mue0te2hbl,1,2,3,1.0,1,pd,1.0,3.062,1.119068297235492
fwofl8i6vltau2mue0te2hbl,2,2,3,1.0,6,pd,1.0,3.881,1.3560928523867692
fwofl8i6vltau2mue0te2hbl,3,3,3,1.0,15,pd,0.0,9.644,2.2663359603189246
fwofl8i6vltau2mue0te2hbl,4,3,3,1.0,10,pd,1.0,8.323,2.1190227667639583
fwofl8i6vltau2mue0te2hbl,5,4,3,1.0,12,pd,0.0,7.566,2.0236645262108377
fwofl8i6vltau2mue0te2hbl,6,4,3,1.0,23,pd,1.0,10.438,2.3454529932212216
fwofl8i6vltau2mue0te2hbl,7,5,3,1.0,14,pd,1.0,13.328,2.589867085424487
fwofl8i6vltau2mue0te2hbl,8,5,3,1.0,26,pd,0.0,6.067,1.8028642489601607
fwoi5lg70mtdde5g3akr9ecb,1,2,3,1.0,19,pd,0.0,6.534,1.8770193131788784
fwoi5lg70mtdde5g3akr9ecb,2,2,3,1.0,20,pd,1.0,10.717,2.3718312657308602
fwoi5lg70mtdde5g3akr9ecb,3,3,3,1.0,11,pd,1.0,7.772,2.050527531515194
fwoi5lg70mtdde5g3akr9ecb,4,3,3,1.0,18,pd,1.0,10.134,2.315896107053718
fwoi5lg70mtdde5g3akr9ecb,5,4,3,1.0,16,pd,1.0,8.718,2.1653898538162006
fwoi5lg70mtdde5g3akr9ecb,6,4,3,1.0,17,pd,0.0,9.625,2.264363880173848
fwoi5lg70mtdde5g3akr9ecb,7,5,3,1.0,14,pd,0.0,9.07,2.2049722641270453
fwoi5lg70mtdde5g3akr9ecb,8,5,3,1.0,26,pd,1.0,10.117,2.3142171772237536
gf0om5v1hgekkkb9sbeju4vk,1,2,3,1.0,19,pd,1.0,5.736,1.7467621032973193
gf0om5v1hgekkkb9sbeju4vk,2,2,3,1.0,20,pd,1.0,9.397,2.240390489400928
gf0om5v1hgekkkb9sbeju4vk,3,3,3,1.0,15,pd,1.0,14.166,2.650844727331431
gf0om5v1hgekkkb9sbeju4vk,4,3,3,1.0,10,pd,1.0,15.56,2.7447035187502458
gf0om5v1hgekkkb9sbeju4vk,5,4,3,1.0,16,pd,1.0,19.424,2.9665094148770876
gf0om5v1hgekkkb9sbeju4vk,6,4,3,1.0,17,pd,0.0,19.647,2.9779246549040264
gf0om5v1hgekkkb9sbeju4vk,7,5,3,1.0,52,pd,0.0,24.371,3.193393900853509
gf0om5v1hgekkkb9sbeju4vk,8,5,3,1.0,59,pd,0.0,24.73,3.208017081533325
gno66up8i05lvmaecgnbwlcn,1,2,3,1.0,1,pd,1.0,2.535,0.9301936370431465
gno66up8i05lvmaecgnbwlcn,2,2,3,1.0,6,pd,0.0,4.272,1.4520821016578938
gno66up8i05lvmaecgnbwlcn,3,3,3,1.0,15,pd,1.0,13.519,2.6040961033822683
gno66up8i05lvmaecgnbwlcn,4,3,3,1.0,10,pd,1.0,17.227,2.846477920464232
gno66up8i05lvmaecgnbwlcn,5,4,3,1.0,16,pd,1.0,5.711,1.7423941396827258
gno66up8i05lvmaecgnbwlcn,6,4,3,1.0,17,pd,0.0,7.919,2.0692649352282753
gno66up8i05lvmaecgnbwlcn,7,5,3,1.0,14,pd,0.0,11.959,2.4814841329866706
gno66up8i05lvmaecgnbwlcn,8,5,3,1.0,26,pd,1.0,2.447,0.8948627844605347
gpn8qich9rvm3wmacxs220fq,1,2,3,1.0,1,pd,1.0,1.793,0.5838901946229957
gpn8qich9rvm3wmacxs220fq,2,2,3,1.0,6,pd,0.0,3.848,1.34755353280346
gpn8qich9rvm3wmacxs220fq,3,3,3,1.0,15,pd,1.0,7.882,2.0645816787728117
gpn8qich9rvm3wmacxs220fq,4,3,3,1.0,10,pd,1.0,5.285,1.664872619322201
gpn8qich9rvm3wmacxs220fq,5,4,3,1.0,12,pd,0.0,4.21,1.43746264769429
gpn8qich9rvm3wmacxs220fq,6,4,3,1.0,23,pd,1.0,6.516,1.8742606907397987
gpn8qich9rvm3wmacxs220fq,7,5,3,1.0,52,pd,1.0,6.967,1.9411847160479818
gpn8qich9rvm3wmacxs220fq,8,5,3,1.0,59,pd,1.0,5.4,1.6863989535702288
hj99vydmh5ej5i9dnkwlrl8a,1,2,3,1.0,19,pd,1.0,6.684,1.8997166107331473
hj99vydmh5ej5i9dnkwlrl8a,2,2,3,1.0,20,pd,1.0,4.099,1.4107430415222006
hj99vydmh5ej5i9dnkwlrl8a,3,3,3,1.0,11,pd,0.0,6.664,1.8967199048645416
hj99vydmh5ej5i9dnkwlrl8a,4,3,3,1.0,18,pd,1.0,10.191,2.3215049778465566
hj99vydmh5ej5i9dnkwlrl8a,5,4,3,1.0,16,pd,1.0,7.244,1.9801735400211669
hj99vydmh5ej5i9dnkwlrl8a,6,4,3,1.0,17,pd,1.0,16.272,2.789445839306204
hj99vydmh5ej5i9dnkwlrl8a,7,5,3,1.0,52,pd,1.0,5.873,1.7703655765403825
hj99vydmh5ej5i9dnkwlrl8a,8,5,3,1.0,59,pd,1.0,5.521,1.7085590033019076
hkaj2w2ieihsv4vt8myp7nyj,1,2,3,1.0,1,pd,1.0,1.787,0.580538236177291
hkaj2w2ieihsv4vt8myp7nyj,2,2,3,1.0,6,pd,1.0,10.791,2.3787124533815964
hkaj2w2ieihsv4vt8myp7nyj,3,3,3,1.0,11,pd,1.0,9.824,2.2848283714047866
hkaj2w2ieihsv4vt8myp7nyj,4,3,3,1.0,18,pd,1.0,10.021,2.304682891076192
hkaj2w2ieihsv4vt8myp7nyj,5,4,3,1.0,12,pd,0.0,8.364,2.123936781566387
hkaj2w2ieihsv4vt8myp7nyj,6,4,3,1.0,23,pd,1.0,8.634,2.155707897133286
hkaj2w2ieihsv4vt8myp7nyj,7,5,3,1.0,14,pd,0.0,8.34,2.1210632163706555
hkaj2w2ieihsv4vt8myp7nyj,8,5,3,1.0,26,pd,0.0,10.951,2.393430776293622
hm59giibm3v5mz759etodpks,1,2,3,1.0,1,pd,1.0,2.781,1.022810575251828
hm59giibm3v5mz759etodpks,2,2,3,1.0,6,pd,1.0,8.781,2.1725902963778587
hm59giibm3v5mz759etodpks,3,3,3,1.0,11,pd,1.0,10.188,2.321210557117211
hm59giibm3v5mz759etodpks,4,3,3,1.0,18,pd,0.0,17.6,2.8678989020441064
hm59giibm3v5mz759etodpks,5,4,3,1.0,12,pd,1.0,9.199,2.21909478249502
hm59giibm3v5mz759etodpks,6,4,3,1.0,23,pd,1.0,5.206,1.6498118065723737
hm59giibm3v5mz759etodpks,7,5,3,1.0,52,pd,0.0,15.849,2.7631064068502886
hm59giibm3v5mz759etodpks,8,5,3,1.0,59,pd,1.0,5.937,1.7812039552885384
i3qzg4lnh302twn5jhnsxcot,1,2,3,1.0,1,pd,1.0,4.757,1.5596172174501444
i3qzg4lnh302twn5jhnsxcot,2,2,3,1.0,6,pd,1.0,12.034,2.48773597679816
i3qzg4lnh302twn5jhnsxcot,3,3,3,1.0,15,pd,1.0,18.991,2.943965182732108
i3qzg4lnh302twn5jhnsxcot,4,3,3,1.0,10,pd,1.0,20.536,3.0221794435688394
i3qzg4lnh302twn5jhnsxcot,5,4,3,1.0,16,pd,1.0,8.25,2.1102132003465894
i3qzg4lnh302twn5jhnsxcot,6,4,3,1.0,17,pd,0.0,14.211,2.6540163126097243
i3qzg4lnh302twn5jhnsxcot,7,5,3,1.0,52,pd,1.0,17.718,2.874581071989841
i3qzg4lnh302twn5jhnsxcot,8,5,3,1.0,59,pd,0.0,13.678,2.6157887026759044
i4a29f5r5hfbpgssm2vjk741,1,2,3,1.0,1,pd,1.0,2.015,0.7006191953986464
i4a29f5r5hfbpgssm2vjk741,2,2,3,1.0,6,pd,0.0,10.972,2.395346573075357
i4a29f5r5hfbpgssm2vjk741,3,3,3,1.0,15,pd,1.0,9.444,2.2453796192232667
i4a29f5r5hfbpgssm2vjk741,4,3,3,1.0,10,pd,1.0,10.403,2.3420942260887583
i4a29f5r5hfbpgssm2vjk741,5,4,3,1.0,12,pd,1.0,11.7,2.4595888418037104
i4a29f5r5hfbpgssm2vjk741,6,4,3,1.0,23,pd,1.0,6.357,1.8495565679542718
i4a29f5r5hfbpgssm2vjk741,7,5,3,1.0,52,pd,1.0,14.069,2.6439737953950764
i4a29f5r5hfbpgssm2vjk741,8,5,3,1.0,59,pd,1.0,15.205,2.721624321129328
i4iqh3roj0xnxmoit1shq18t,1,2,3,1.0,19,pd,1.0,8.812,2.1761144289400964
i4iqh3roj0xnxmoit1shq18t,2,2,3,1.0,20,pd,1.0,6.994,1.9450526386411842
i4iqh3roj0xnxmoit1shq18t,3,3,3,1.0,15,pd,1.0,6.949,1.9385977643321903
i4iqh3roj0xnxmoit1shq18t,4,3,3,1.0,10,pd,0.0,14.611,2.6817746696899474
i4iqh3roj0xnxmoit1shq18t,5,4,3,1.0,12,pd,0.0,4.372,1.4752205703142922
i4iqh3roj0xnxmoit1shq18t,6,4,3,1.0,23,pd,1.0,10.667,2.367154863643346
i4iqh3roj0xnxmoit1shq18t,7,5,3,1.0,52,pd,0.0,12.188,2.5004518611234627
i4iqh3roj0xnxmoit1shq18t,8,5,3,1.0,59,pd,0.0,10.251,2.327375261801264
i7zrmmwvdnj5z4egmqshkxzy,1,2,3,1.0,19,pd,1.0,4.695,1.5464981126602262
i7zrmmwvdnj5z4egmqshkxzy,2,2,3,1.0,20,pd,0.0,11.022,2.399893275461044
i7zrmmwvdnj5z4egmqshkxzy,3,3,3,1.0,15,pd,1.0,16.048,2.7755842312195798
i7zrmmwvdnj5z4egmqshkxzy,4,3,3,1.0,10,pd,0.0,14.405,2.667575368536492
i7zrmmwvdnj5z4egmqshkxzy,5,4,3,1.0,12,pd,1.0,19.08,2.9486406660201405
i7zrmmwvdnj5z4egmqshkxzy,6,4,3,1.0,23,pd,1.0,8.341,2.1211831132594745
i7zrmmwvdnj5z4egmqshkxzy,7,5,3,1.0,14,pd,0.0,14.991,2.7074500210301777
i7zrmmwvdnj5z4egmqshkxzy,8,5,3,1.0,26,pd,0.0,17.63,2.869601996409779
igjmvdboset684mifuqojpij,1,2,3,1.0,19,pd,1.0,5.619,1.7261537121300612
igjmvdboset684mifuqojpij,2,2,3,1.0,20,pd,0.0,7.961,2.0745546201064413
igjmvdboset684mifuqojpij,3,3,3,1.0,15,pd,1.0,1.529,0.4246139269469252
igjmvdboset684mifuqojpij,4,3,3,1.0,10,pd,1.0,8.314,2.1179408408304456
igjmvdboset684mifuqojpij,5,4,3,1.0,16,pd,1.0,9.343,2.2346273998108184
igjmvdboset684mifuqojpij,6,4,3,1.0,17,pd,1.0,13.38,2.5937610547000824
igjmvdboset684mifuqojpij,7,5,3,1.0,52,pd,0.0,12.572,2.531472118935321
igjmvdboset684mifuqojpij,8,5,3,1.0,59,pd,0.0,1.629,0.4879663296199081
ikqcfr8gvb697kq3xjql5t80,1,2,3,1.0,1,pd,1.0,3.996,1.385293860786307
ikqcfr8gvb697kq3xjql5t80,2,2,3,1.0,6,pd,1.0,7.525,2.0182308106349396
ikqcfr8gvb697kq3xjql5t80,3,3,3,1.0,11,pd,0.0,8.599,2.1516459174287594
ikqcfr8gvb697kq3xjql5t80,4,3,3,1.0,18,pd,1.0,12.295,2.5091926756681557
ikqcfr8gvb697kq3xjql5t80,5,4,3,1.0,12,pd,0.0,12.598,2.5335380711997373
ikqcfr8gvb697kq3xjql5t80,6,4,3,1.0,23,pd,1.0,10.65,2.365559892155434
ikqcfr8gvb697kq3xjql5t80,7,5,3,1.0,14,pd,0.0,14.248,2.6566165459873603
ikqcfr8gvb697kq3xjql5t80,8,5,3,1.0,26,pd,1.0,16.875,2.8258332367585934
ip976i3g4frmel44c8xbm6iy,1,2,3,1.0,1,pd,1.0,2.179,0.7788660559624827
ip976i3g4frmel44c8xbm6iy,2,2,3,1.0,6,pd,1.0,6.959,1.9400357858627129
ip976i3g4frmel44c8xbm6iy,3,3,3,1.0,11,pd,1.0,7.539,2.020089547229565
ip976i3g4frmel44c8xbm6iy,4,3,3,1.0,18,pd,1.0,7.161,1.9686496360248027
ip976i3g4frmel44c8xbm6iy,5,4,3,1.0,16,pd,1.0,8.295,2.1156529236424078
ip976i3g4frmel44c8xbm6iy,6,4,3,1.0,17,pd,1.0,21.2,3.054001181677967
ip976i3g4frmel44c8xbm6iy,7,5,3,1.0,52,pd,1.0,10.525,2.3537533795684453
ip976i3g4frmel44c8xbm6iy,8,5,3,1.0,59,pd,0.0,17.949,2.8875344030760046
izjm4wjylx9ezfoipz0taful,1,2,3,1.0,19,pd,1.0,9.787,2.2810549744436823
izjm4wjylx9ezfoipz0taful,2,2,3,1.0,20,pd,1.0,12.037,2.487985239397598
izjm4wjylx9ezfoipz0taful,3,3,3,1.0,15,pd,1.0,13.297,2.5875384458745687
izjm4wjylx9ezfoipz0taful,4,3,3,1.0,10,pd,1.0,10.327,2.334761824689267
izjm4wjylx9ezfoipz0taful,5,4,3,1.0,16,pd,1.0,8.459,2.1352309633218773
izjm4wjylx9ezfoipz0taful,6,4,3,1.0,17,pd,0.0,6.986,1.9439081463846402
izjm4wjylx9ezfoipz0taful,7,5,3,1.0,52,pd,0.0,12.737,2.5445111436076226
izjm4wjylx9ezfoipz0taful,8,5,3,1.0,59,pd,0.0,11.835,2.4710612429659475
j9vb4rt311eml70hs1jq6hek,1,2,3,1.0,19,pd,1.0,12.998,2.564795499472157
j9vb4rt311eml70hs1jq6hek,2,2,3,1.0,20,pd,1.0,15.694,2.7532784737052816
j9vb4rt311eml70hs1jq6hek,3,3,3,1.0,15,pd,0.0,13.233,2.5827137097909123
j9vb4rt311eml70hs1jq6hek,4,3,3,1.0,10,pd,1.0,16.284,2.7901830306407325
j9vb4rt311eml70hs1jq6hek,5,4,3,1.0,12,pd,0.0,21.198,3.053906837605063
j9vb4rt311eml70hs1jq6hek,6,4,3,1.0,23,pd,1.0,11.892,2.4758659051358514
j9vb4rt311eml70hs1jq6hek,7,5,3,1.0,52,pd,0.0,16.928,2.828969055675889
j9vb4rt311eml70hs1jq6hek,8,5,3,1.0,59,pd,0.0,15.405,2.734692132048631
jdpiwwidqfq7f857a4nss1m5,1,2,3,1.0,1,pd,1.0,3.26,1.1817271953786161
jdpiwwidqfq7f857a4nss1m5,2,2,3,1.0,6,pd,1.0,6.595,1.886311786169278
jdpiwwidqfq7f857a4nss1m5,3,3,3,1.0,11,pd,0.0,9.609,2.2627001592951306
jdpiwwidqfq7f857a4nss1m5,4,3,3,1.0,18,pd,0.0,8.204,2.104621840210134
jdpiwwidqfq7f857a4nss1m5,5,4,3,1.0,16,pd,1.0,5.861,1.7683202374942921
jdpiwwidqfq7f857a4nss1m5,6,4,3,1.0,17,pd,0.0,9.138,2.2124415431410798
jdpiwwidqfq7f857a4nss1m5,7,5,3,1.0,14,pd,0.0,7.747,2.0473056716497653
jdpiwwidqfq7f857a4nss1m5,8,5,3,1.0,26,pd,0.0,12.569,2.5312334649427006
jf62ky1ybuaf1tdqwxu02ej9,1,2,3,1.0,19,pd,1.0,13.748,2.6208933589875874
jf62ky1ybuaf1tdqwxu02ej9,2,2,3,1.0,20,pd,0.0,21.857,3.08452123636805
jf62ky1ybuaf1tdqwxu02ej9,3,3,3,1.0,11,pd,1.0,11.058,2.4031541479157412
jf62ky1ybuaf1tdqwxu02ej9,4,3,3,1.0,18,pd,1.0,11.944,2.4802290602368893
jf62ky1ybuaf1tdqwxu02ej9,5,4,3,1.0,12,pd,1.0,12.138,2.4963410274136635
jf62ky1ybuaf1tdqwxu02ej9,6,4,3,1.0,23,pd,0.0,5.034,1.616214896713124
jf62ky1ybuaf1tdqwxu02ej9,7,5,3,1.0,14,pd,1.0,3.717,1.312916891315115
jf62ky1ybuaf1tdqwxu02ej9,8,5,3,1.0,26,pd,1.0,2.141,0.7612730096075457
jgsxr1bmtcsohmexq5w51rkt,1,2,3,1.0,19,pd,0.0,1.343,0.2949059175411005
jgsxr1bmtcsohmexq5w51rkt,2,2,3,1.0,20,pd,0.0,1.149,0.13889199886661865
jgsxr1bmtcsohmexq5w51rkt,3,3,3,1.0,11,pd,0.0,0.844,-0.16960278438617998
jgsxr1bmtcsohmexq5w51rkt,4,3,3,1.0,18,pd,0.0,1.047,0.045928931888399735
jgsxr1bmtcsohmexq5w51rkt,5,4,3,1.0,12,pd,1.0,1.478,0.39068982252601003
jgsxr1bmtcsohmexq5w51rkt,6,4,3,1.0,23,pd,0.0,2.084,0.7342891238911206
jgsxr1bmtcsohmexq5w51rkt,7,5,3,1.0,14,pd,0.0,0.749,-0.2890162954649176
jgsxr1bmtcsohmexq5w51rkt,8,5,3,1.0,26,pd,1.0,0.683,-0.3812604194113469
jgvrtxnptfze90i4jc2j3s3m,1,2,3,1.0,1,pd,1.0,2.594,0.9532010858942521
jgvrtxnptfze90i4jc2j3s3m,2,2,3,1.0,6,pd,1.0,8.246,2.109728234284708
jgvrtxnptfze90i4jc2j3s3m,3,3,3,1.0,11,pd,1.0,28.427,3.347339397759474
jgvrtxnptfze90i4jc2j3s3m,4,3,3,1.0,18,pd,1.0,10.417,2.3434390870023116
jgvrtxnptfze90i4jc2j3s3m,5,4,3,1.0,12,pd,1.0,18.606,2.923484109346367
jgvrtxnptfze90i4jc2j3s3m,6,4,3,1.0,23,pd,1.0,11.017,2.399439534357928
jgvrtxnptfze90i4jc2j3s3m,7,5,3,1.0,14,pd,1.0,19.794,2.9853788614744996
jgvrtxnptfze90i4jc2j3s3m,8,5,3,1.0,26,pd,1.0,17.476,2.8608285110891893
jms40b92b01ep1j8lq3tmodd,1,2,3,1.0,1,pd,1.0,3.781,1.329988524908796
jms40b92b01ep1j8lq3tmodd,2,2,3,1.0,6,pd,1.0,8.749,2.1689394081241273
jms40b92b01ep1j8lq3tmodd,3,3,3,1.0,15,pd,1.0,9.077,2.2057437415444903
jms40b92b01ep1j8lq3tmodd,4,3,3,1.0,10,pd,0.0,7.165,1.9692080612801353
jms40b92b01ep1j8lq3tmodd,5,4,3,1.0,16,pd,0.0,6.141,1.814987595347262
jms40b92b01ep1j8lq3tmodd,6,4,3,1.0,17,pd,0.0,6.788,1.91515634737198
jms40b92b01ep1j8lq3tmodd,7,5,3,1.0,52,pd,0.0,10.589,2.3598157264483173
jms40b92b01ep1j8lq3tmodd,8,5,3,1.0,59,pd,0.0,9.207,2.219964064305709
jn4jqdnicw40wwcl7nhvjno3,1,2,3,1.0,1,pd,1.0,2.796,1.0281898243715637
jn4jqdnicw40wwcl7nhvjno3,2,2,3,1.0,6,pd,1.0,9.179,2.216918266236954
jn4jqdnicw40wwcl7nhvjno3,3,3,3,1.0,15,pd,0.0,22.222,3.101082789161817
jn4jqdnicw40wwcl7nhvjno3,4,3,3,1.0,10,pd,1.0,10.556,2.3566944186410774
jn4jqdnicw40wwcl7nhvjno3,5,4,3,1.0,16,pd,0.0,13.23,2.5824869781268642
jn4jqdnicw40wwcl7nhvjno3,6,4,3,1.0,17,pd,1.0,14.501,2.674217612565758
jn4jqdnicw40wwcl7nhvjno3,7,5,3,1.0,52,pd,0.0,20.527,3.021741092735042
jn4jqdnicw40wwcl7nhvjno3,8,5,3,1.0,59,pd,0.0,15.677,2.752194670086394
k1ifw77ij6huwmsv54ssahr2,1,2,3,1.0,1,pd,1.0,2.361,0.859085258103376
k1ifw77ij6huwmsv54ssahr2,2,2,3,1.0,6,pd,1.0,13.741,2.620384064349637
k1ifw77ij6huwmsv54ssahr2,3,3,3,1.0,11,pd,1.0,10.85,2.3841650799864684
k1ifw77ij6huwmsv54ssahr2,4,3,3,1.0,18,pd,0.0,2.188,0.7829878845597349
k1ifw77ij6huwmsv54ssahr2,5,4,3,1.0,12,pd,1.0,6.653,1.8950678807597503
k1ifw77ij6huwmsv54ssahr2,6,4,3,1.0,23,pd,1.0,4.282,1.4544201901674911
k1ifw77ij6huwmsv54ssahr2,7,5,3,1.0,52,pd,0.0,13.988,2.6381998192011293
k1ifw77ij6huwmsv54ssahr2,8,5,3,1.0,59,pd,1.0,0.557,-0.5851900390548529
k4021dlxnmkquyizv6gjbe8f,1,2,3,1.0,19,pd,0.0,18.02,2.8914822521801917
k4021dlxnmkquyizv6gjbe8f,2,2,3,1.0,20,pd,0.0,22.319,3.105438333642048
k4021dlxnmkquyizv6gjbe8f,3,3,3,1.0,11,pd,0.0,5.269,1.6618405912271488
k4021dlxnmkquyizv6gjbe8f,4,3,3,1.0,18,pd,1.0,8.779,2.1723625059440717
k4021dlxnmkquyizv6gjbe8f,5,4,3,1.0,16,pd,1.0,9.849,2.2873699271875654
k4021dlxnmkquyizv6gjbe8f,6,4,3,1.0,17,pd,1.0,6.828,1.9210318049321942
k4021dlxnmkquyizv6gjbe8f,7,5,3,1.0,14,pd,0.0,4.309,1.460705858633701
k4021dlxnmkquyizv6gjbe8f,8,5,3,1.0,26,pd,1.0,6.108,1.809599387356386
k5r8zyrt60gbiya0rqllldee,1,2,3,1.0,19,pd,1.0,18.861,2.937096298069034
k5r8zyrt60gbiya0rqllldee,2,2,3,1.0,20,pd,1.0,10.979,2.3959843572525954
k5r8zyrt60gbiya0rqllldee,3,3,3,1.0,15,pd,0.0,21.134,3.050883118018839
k5r8zyrt60gbiya0rqllldee,4,3,3,1.0,10,pd,1.0,11.176,2.413768621954661
k5r8zyrt60gbiya0rqllldee,5,4,3,1.0,12,pd,0.0,28.25,3.34109345759245
k5r8zyrt60gbiya0rqllldee,6,4,3,1.0,23,pd,1.0,13.763,2.6219838319973956
k5r8zyrt60gbiya0rqllldee,7,5,3,1.0,52,pd,0.0,27.028,3.2968733656899283
k5r8zyrt60gbiya0rqllldee,8,5,3,1.0,59,pd,0.0,21.176,3.0528684649248
k8dbel0hjcn8mthghho5pclb,1,2,3,1.0,19,pd,0.0,5.716,1.743269260067621
k8dbel0hjcn8mthghho5pclb,2,2,3,1.0,20,pd,0.0,9.957,2.298275821405947
k8dbel0hjcn8mthghho5pclb,3,3,3,1.0,11,pd,0.0,6.876,1.9280370875206028
k8dbel0hjcn8mthghho5pclb,4,3,3,1.0,18,pd,0.0,4.351,1.470405703738543
k8dbel0hjcn8mthghho5pclb,5,4,3,1.0,16,pd,1.0,2.469,0.9038132103630424
k8dbel0hjcn8mthghho5pclb,6,4,3,1.0,17,pd,1.0,3.917,1.3653260546836943
k8dbel0hjcn8mthghho5pclb,7,5,3,1.0,14,pd,0.0,2.842,1.044508029674909
k8dbel0hjcn8mthghho5pclb,8,5,3,1.0,26,pd,0.0,4.187,1.4319844870370064
k9undyo19khqlh5022zgeubt,1,2,3,1.0,1,pd,1.0,2.333,0.847154993039293
k9undyo19khqlh5022zgeubt,2,2,3,1.0,6,pd,1.0,8.377,2.1254898551716725
k9undyo19khqlh5022zgeubt,3,3,3,1.0,11,pd,0.0,20.612,3.025873430465978
k9undyo19khqlh5022zgeubt,4,3,3,1.0,18,pd,1.0,17.441,2.8588237562865313
k9undyo19khqlh5022zgeubt,5,4,3,1.0,12,pd,0.0,27.437,3.311892467434721
k9undyo19khqlh5022zgeubt,6,4,3,1.0,23,pd,1.0,12.152,2.4974937652934717
