subject,trial,item,dimension,puzzle,choice,accuracy,rt
4090984,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T2_minimal_difference.jpeg,0,3.23
4090984,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T2_minimal_difference.jpeg,0,1.662
4090984,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T4_paired_difference.jpeg,0,1.756
4090984,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T2_paired_difference.jpeg,0,1.397
4090984,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T1_minimal_difference.jpeg,1,3.832
4090984,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T1_minimal_difference.jpeg,1,2.727
4090984,31,52,5,52_flower_single__12121202111010011122_shape_set_4_T.jpeg,52_flower_single__12121202111010011122_shape_set_4_T2_minimal_difference.jpeg,0,5.626
4090984,32,59,5,59_flower_single__11211110102010011122_shape_set_17_T.jpeg,59_flower_single__11211110102010011122_shape_set_17_T4_paired_difference.jpeg,0,1.988
4090984,33,36,6,36_triple__111212011010112010220100_shape_set_20_T.jpeg,36_triple__111212011010112010220100_shape_set_20_T1_minimal_difference.jpeg,1,1.428
4090984,34,44,6,44_triple__120211201211000011101212_shape_set_17_T.jpeg,44_triple__120211201211000011101212_shape_set_17_T2_minimal_difference.jpeg,0,1.465
4090984,35,46,6,46_triple__101112200200110212211001_shape_set_4_T.jpeg,46_triple__101112200200110212211001_shape_set_4_T2_paired_difference.jpeg,0,1.984
4090984,36,54,6,54_grid_double__01001121120112110100100212100100_shape_set_20_T.jpeg,54_grid_double__01001121120112110100100212100100_shape_set_20_T2_paired_difference.jpeg,0,1.82
4090984,37,21,7,21_triple__100111201112121010221202_shape_set_20_T.jpeg,21_triple__100111201112121010221202_shape_set_20_T2_minimal_difference.jpeg,0,2.662
4090984,38,24,7,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T.jpeg,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T4_minimal_difference.jpeg,0,1.663
4090984,39,29,7,29_grid_double__10121011111012010000102012020000_shape_set_17_T.jpeg,29_grid_double__10121011111012010000102012020000_shape_set_17_T3_minimal_difference.jpeg,0,1.19
4090984,40,35,8,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T.jpeg,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T3_minimal_difference.jpeg,0,1.635
4091981,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,2.32
4091981,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.242
4091981,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.043
4091981,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,1.624
4091981,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,2.274
4091981,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,3.919
4091981,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,3.143
4091981,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.529
4091981,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,4.916
4091981,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_paired_difference.jpeg,0,3.8
4091981,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,5.628
4091981,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,3.629
4091981,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,5.789
4091981,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,8.128
4091981,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,6.89
4091981,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T4_minimal_difference.jpeg,0,6.943
4091981,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,11.998
4091981,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T3_paired_difference.jpeg,0,7.035
4091981,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,8.26
4091981,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T2_paired_difference.jpeg,0,6.854
4091981,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_minimal_difference.jpeg,1,14.562
4091981,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T2_paired_difference.jpeg,0,9.845
4091981,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_paired_difference.jpeg,1,7.926
4091981,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,7.246
4091981,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T2_paired_difference.jpeg,0,9.135
4091981,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_paired_difference.jpeg,1,12.783
4091981,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T4_minimal_difference.jpeg,0,11.559
4091981,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T1_minimal_difference.jpeg,1,19.663
4091981,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T2_paired_difference.jpeg,0,13.676
4101760,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,2.846
4101760,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,1.566
4101760,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.655
4101760,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,3.197
4101760,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,4.642
4101760,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,4.036
4101760,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,5.261
4101760,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.526
4101760,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,7.936
4101760,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,4.18
4101760,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,5.993
4101760,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,5.005
4101760,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,8.196
4101760,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,12.207
4101760,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,11.713
4101760,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,10.586
4101760,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T2_minimal_difference.jpeg,0,10.564
4101760,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,10.109
4101760,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,14.365
4101760,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_paired_difference.jpeg,1,11.192
4101760,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,5.551
4101760,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T4_minimal_difference.jpeg,0,9.16
4101760,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T2_paired_difference.jpeg,0,10.489
4101760,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,9.911
4101760,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_paired_difference.jpeg,1,7.071
4101760,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_paired_difference.jpeg,1,8.667
4101760,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_paired_difference.jpeg,1,13.096
4101760,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T4_minimal_difference.jpeg,0,9.212
4104842,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,5.206
4104842,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.77
4104842,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,2.992
4104842,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.24
4104842,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,3.603
4104842,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,9.582
4104842,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,6.768
4104842,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.598
4104842,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,9.487
4104842,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,7.691
4104842,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,8.539
4104842,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T3_paired_difference.jpeg,0,4.614
4104842,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T2_minimal_difference.jpeg,0,11.319
4104842,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T3_paired_difference.jpeg,0,7.534
4104842,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,16.239
4104842,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,17.53
4104842,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,14.798
4104842,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_minimal_difference.jpeg,1,15.903
4104842,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,9.897
4104842,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_paired_difference.jpeg,1,16.584
4104842,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,9.47
4104842,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T2_paired_difference.jpeg,0,11.61
4104842,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_paired_difference.jpeg,1,14.59
4104842,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_minimal_difference.jpeg,1,17.654
4105235,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,2.037
4105235,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.663
4105235,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,2.69
4105235,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,3.7
4105235,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,1.77
4105235,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,6.84
4105235,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T2_minimal_difference.jpeg,0,4.859
4105235,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T2_paired_difference.jpeg,0,2.675
4105235,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_minimal_difference.jpeg,1,7.591
4105235,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,4.2
4105235,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,3.63
4105235,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,4.141
4105235,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,4.736
4105235,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T4_paired_difference.jpeg,0,2.423
4105235,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,4.72
4105235,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T2_minimal_difference.jpeg,0,6.522
4105235,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,6.487
4105235,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_paired_difference.jpeg,0,6.248
4105235,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T4_minimal_difference.jpeg,0,3.58
4105235,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T2_paired_difference.jpeg,0,3.258
4105235,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T3_paired_difference.jpeg,0,2.047
4105235,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T2_paired_difference.jpeg,0,6.108
4105235,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T3_paired_difference.jpeg,0,3.112
4105235,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_minimal_difference.jpeg,1,3.394
4105235,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T3_minimal_difference.jpeg,0,2.863
4105235,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_paired_difference.jpeg,1,4.409
4105235,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_minimal_difference.jpeg,1,3.896
4105235,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T3_minimal_difference.jpeg,0,7.727
4105235,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T3_minimal_difference.jpeg,0,3.113
4105235,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T2_paired_difference.jpeg,0,5.992
4105235,31,52,5,52_flower_single__12121202111010011122_shape_set_4_T.jpeg,52_flower_single__12121202111010011122_shape_set_4_T4_paired_difference.jpeg,0,5.28
4105235,32,59,5,59_flower_single__11211110102010011122_shape_set_17_T.jpeg,59_flower_single__11211110102010011122_shape_set_17_T3_paired_difference.jpeg,0,3.845
4105235,33,36,6,36_triple__111212011010112010220100_shape_set_20_T.jpeg,36_triple__111212011010112010220100_shape_set_20_T1_paired_difference.jpeg,1,3.042
4105235,34,44,6,44_triple__120211201211000011101212_shape_set_17_T.jpeg,44_triple__120211201211000011101212_shape_set_17_T3_minimal_difference.jpeg,0,1.663
4105235,35,46,6,46_triple__101112200200110212211001_shape_set_4_T.jpeg,46_triple__101112200200110212211001_shape_set_4_T4_paired_difference.jpeg,0,0.907
4105235,36,54,6,54_grid_double__01001121120112110100100212100100_shape_set_20_T.jpeg,54_grid_double__01001121120112110100100212100100_shape_set_20_T3_paired_difference.jpeg,0,3.008
4105235,37,21,7,21_triple__100111201112121010221202_shape_set_20_T.jpeg,21_triple__100111201112121010221202_shape_set_20_T4_minimal_difference.jpeg,0,2.796
4105235,38,24,7,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T.jpeg,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T3_paired_difference.jpeg,0,4.315
4105235,39,29,7,29_grid_double__10121011111012010000102012020000_shape_set_17_T.jpeg,29_grid_double__10121011111012010000102012020000_shape_set_17_T1_minimal_difference.jpeg,1,5.033
4105235,40,35,8,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T.jpeg,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T4_minimal_difference.jpeg,0,4.818
4106208,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,3.839
4106208,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,1.659
4106208,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.405
4106208,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,2.381
4106208,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,4.68
4106208,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,8.814
4106208,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,24.088
4106208,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.913
4106208,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T2_paired_difference.jpeg,0,24.097
4106208,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_paired_difference.jpeg,0,10.677
4106208,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,12.532
4106208,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,7.663
4106208,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,14.407
4106208,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T3_minimal_difference.jpeg,0,26.619
4106208,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_minimal_difference.jpeg,0,24.138
4106208,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T2_minimal_difference.jpeg,0,14.346
4106208,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_paired_difference.jpeg,0,26.487
4106208,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_minimal_difference.jpeg,0,16.226
4106220,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,5.662
4106220,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,3.394
4106220,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.962
4106220,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,4.044
4106220,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,4.377
4106220,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,6.802
4106220,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,9.203
4106220,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,4.053
4106220,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T4_paired_difference.jpeg,0,10.901
4106220,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,11.642
4106220,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,7.995
4106220,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,23.809
4106220,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,13.356
4106220,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,9.107
4106220,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T4_paired_difference.jpeg,0,21.171
4106220,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,16.874
4106220,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,16.874
4106220,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_minimal_difference.jpeg,0,20.007
